query,created_at
"ingenieria","2025-10-31T17:52:16.251Z"
"desarrollo web","2025-10-31T17:52:24.577Z"
"programacion","2025-10-31T17:52:32.729Z"
"programacion","2025-10-31T17:54:38.055Z"
"desarrollo web","2025-10-31T17:54:45.411Z"
"calculo","2025-10-31T17:54:50.404Z"
"ingenieria","2025-10-31T17:55:08.377Z"
"medicina","2025-10-31T17:55:15.952Z"
"calculo","2025-10-31T17:57:11.301Z"
"programacion","2025-10-31T17:57:21.305Z"
"desarrollo web","2025-10-31T17:57:26.500Z"
"medicina","2025-10-31T17:57:30.840Z"
"ingenieria","2025-10-31T17:57:36.340Z"
"medicina","2025-10-31T17:59:35.738Z"
"programacion","2025-10-31T17:59:55.915Z"
"desarrollo web","2025-10-31T18:00:01.260Z"
"calculo","2025-10-31T18:00:14.082Z"
"ingenieria","2025-10-31T18:00:30.611Z"
"medicina","2025-10-31T18:00:51.394Z"
"medicina humana","2025-10-31T18:00:55.393Z"
"medicina","2025-10-31T18:02:06.758Z"
"medicina humana","2025-10-31T18:02:11.853Z"
"medicina","2025-10-31T18:03:43.794Z"
"medicina huamana","2025-10-31T18:03:50.906Z"
"medicina","2025-10-31T18:05:39.106Z"
"medicina huamana","2025-10-31T18:05:45.258Z"
"ingenieria","2025-10-31T18:06:23.779Z"
"medicina","2025-10-31T18:20:35.002Z"
"medicina humana","2025-10-31T18:20:40.959Z"
"medicina","2025-10-31T18:28:18.382Z"
"medicina huamana","2025-10-31T18:28:24.001Z"
"ingenieria","2025-10-31T18:28:48.239Z"
"medicina","2025-10-31T18:30:03.808Z"
"medicina","2025-10-31T18:31:10.356Z"
"medicina humana","2025-10-31T18:31:18.834Z"
"ingenieria","2025-10-31T18:31:26.752Z"
"programacion","2025-10-31T18:31:43.496Z"
"desarrollo web","2025-10-31T18:31:50.228Z"
"programacion","2025-10-31T19:24:53.106Z"
"desarrollo wrb","2025-10-31T19:25:01.373Z"
"desarrollo web","2025-10-31T19:25:06.866Z"
"programacion","2025-10-31T19:25:12.860Z"
"sistemas","2025-10-31T19:25:18.127Z"
"medicina","2025-10-31T19:25:23.888Z"
"ingenieria","2025-10-31T19:25:29.489Z"
"programacion","2025-10-31T19:28:30.522Z"
"desarrollo wrb","2025-10-31T19:28:36.492Z"
"desarrollo web","2025-10-31T19:28:39.210Z"
"sistemas","2025-10-31T19:28:43.279Z"
"sistemas operativos","2025-10-31T19:28:48.748Z"
"medicina","2025-10-31T19:28:53.135Z"
"ingenieria","2025-10-31T19:29:06.175Z"
"programacion","2025-10-31T20:01:10.800Z"
"programacion","2025-10-31T20:01:28.655Z"
"ingenieria","2025-10-31T20:01:34.054Z"
"programacion","2025-10-31T20:05:15.270Z"
"desarrollo web","2025-10-31T20:05:22.293Z"
"programacion","2025-10-31T20:05:40.275Z"
"programacion","2025-10-31T20:10:58.142Z"
"ingenieria","2025-10-31T20:11:03.060Z"
"ingenieria","2025-10-31T20:18:48.642Z"
"ingenieria","2025-10-31T20:22:08.026Z"
"ingenieria","2025-10-31T20:24:41.371Z"
"programacion","2025-10-31T20:24:49.974Z"
"desarrollo web","2025-10-31T20:24:56.518Z"
"ingenieria","2025-10-31T20:29:23.350Z"
"programacion","2025-10-31T20:29:43.762Z"
"ingenieria","2025-10-31T20:32:51.688Z"
"ingenieria","2025-10-31T20:33:20.505Z"
"medicina","2025-10-31T20:33:41.541Z"
"programacion","2025-10-31T20:33:47.991Z"
"programacion","2025-10-31T20:34:37.943Z"
"ingenieria","2025-10-31T20:34:45.467Z"
"medicina","2025-10-31T20:52:16.116Z"
"tasa de interes","2025-10-31T20:52:22.654Z"
"economia","2025-10-31T20:52:30.675Z"
"programar","2025-10-31T20:52:40.972Z"
"ingenieria","2025-10-31T20:52:50.145Z"
"Fundamentos de Marketing","2025-10-31T20:53:13.244Z"
"ingenieria","2025-10-31T20:54:27.457Z"
"ingenieria","2025-10-31T20:54:41.572Z"
"ingenieria","2025-10-31T20:55:00.935Z"
"ingenieria","2025-10-31T20:55:12.814Z"
"ingenieria","2025-10-31T20:56:02.479Z"
"ingenieria","2025-10-31T20:59:05.236Z"
"ingenieria","2025-10-31T20:59:14.888Z"
"relogioon","2025-10-31T21:00:29.241Z"
"relogion","2025-10-31T21:00:32.575Z"
"religion","2025-10-31T21:00:36.031Z"
"matematica","2025-10-31T21:00:39.765Z"
"sistemas","2025-10-31T21:00:42.707Z"
"ingenieria","2025-10-31T21:02:34.212Z"
"programacion","2025-10-31T21:03:41.918Z"
"ingenieria","2025-10-31T21:04:41.343Z"
"marketing","2025-10-31T21:05:09.712Z"
"programacion","2025-10-31T21:05:41.952Z"
"programacion","2025-10-31T21:06:01.063Z"
"desarrollo web","2025-10-31T21:06:06.884Z"
"medicina","2025-10-31T21:06:11.649Z"
"sistemas","2025-10-31T21:06:19.563Z"
"ingenieria","2025-10-31T21:06:25.387Z"
"programacion","2025-10-31T21:07:39.298Z"
"ingenieria","2025-10-31T21:07:43.422Z"
"ingenieria","2025-10-31T21:08:59.933Z"
"programacion","2025-10-31T21:09:06.149Z"
"programacion","2025-10-31T21:09:56.749Z"
"ingenieria","2025-10-31T21:12:47.357Z"
"ingenieria de sistemas","2025-10-31T21:12:56.207Z"
"ingenieria de civil","2025-10-31T21:13:02.913Z"
"ingenieria de mecatronica","2025-10-31T21:13:09.161Z"
"ingenieria","2025-10-31T21:15:05.296Z"
"ingenieria de sistemas","2025-10-31T21:15:12.400Z"
"ingenieria de mecatronic","2025-10-31T21:15:21.875Z"
"ingenieria de mecatronica","2025-10-31T21:15:24.409Z"
"ingenieria de software","2025-10-31T21:15:35.025Z"
"programacion","2025-10-31T21:15:41.052Z"
"ingenieria","2025-10-31T21:17:14.091Z"
"ingenieria de sistemas","2025-10-31T21:17:22.136Z"
"ingenieria de mecatronica","2025-10-31T21:17:31.797Z"
"ingenieria de civil","2025-10-31T21:17:36.953Z"
"ingenieria de software","2025-10-31T21:17:45.164Z"
"programacion","2025-10-31T21:17:51.504Z"
"medicina","2025-10-31T21:17:57.794Z"
"ingenieira","2025-10-31T21:19:18.622Z"
"ingenieria","2025-10-31T21:19:23.861Z"
"ingenieria","2025-10-31T21:19:35.728Z"
"ingenieria de software","2025-10-31T21:19:46.587Z"
"ingenieria de vicil","2025-10-31T21:19:52.202Z"
"ingenieria de civil","2025-10-31T21:19:54.995Z"
"ingenieria de mecatronica","2025-10-31T21:20:01.270Z"
"programacion","2025-10-31T21:20:12.270Z"
"desarrollo web","2025-10-31T21:20:17.807Z"
"medicina","2025-10-31T21:20:23.598Z"
"programacion","2025-10-31T21:21:52.872Z"
"ingenieria","2025-10-31T21:21:56.239Z"
"ingenieria civil","2025-10-31T21:22:01.986Z"
"ingenieria de software","2025-10-31T21:22:11.533Z"
"ingenieria de mecatronica","2025-10-31T21:22:25.420Z"
"ingenieria de mecatronica","2025-10-31T21:24:39.201Z"
"ingenieria civil","2025-10-31T21:25:11.606Z"
"ingenieria civil","2025-10-31T21:26:29.973Z"
"ingenieria mecatronica","2025-10-31T21:26:41.316Z"
"ingenieria civil","2025-10-31T21:27:36.407Z"
"ingenieria civil","2025-10-31T21:29:17.282Z"
"ingenieria de software","2025-10-31T21:29:25.566Z"
"ingenieria mecatronica","2025-10-31T21:29:36.992Z"
"ingenieria","2025-10-31T21:29:47.301Z"
"programacion","2025-10-31T21:31:43.787Z"
"desarrollo web","2025-10-31T21:31:49.654Z"
"sistemas","2025-10-31T21:31:53.630Z"
"medicina","2025-10-31T21:31:57.193Z"
"calculo","2025-10-31T21:32:06.331Z"
"mecatronica","2025-10-31T21:32:19.700Z"
"introduccion","2025-10-31T21:32:30.303Z"
"mecatronica","2025-10-31T21:32:39.517Z"
"derivadas","2025-10-31T21:32:49.905Z"
"marketing","2025-10-31T21:32:54.966Z"
"economia","2025-10-31T21:32:58.884Z"
"tasa de interes","2025-10-31T21:33:05.344Z"
"ingenieria civil","2025-10-31T21:34:23.338Z"
"ingenieria civil","2025-10-31T21:35:10.189Z"
"programacion","2025-10-31T21:35:16.603Z"
"desarrollo web","2025-10-31T21:35:22.801Z"
"ingenieria","2025-10-31T21:35:33.358Z"
"medicinaa","2025-10-31T21:36:30.199Z"
"derivadas","2025-10-31T21:36:35.690Z"
"calculo","2025-10-31T21:36:38.737Z"
"programacion","2025-10-31T21:37:41.498Z"
"base de datos","2025-10-31T21:37:45.969Z"
"desarrollo web","2025-10-31T21:37:54.333Z"
"medicina","2025-10-31T21:38:03.706Z"
"economia","2025-10-31T21:38:13.343Z"
"tasa de interes","2025-10-31T21:38:18.427Z"
"ingenieria","2025-10-31T21:38:26.550Z"
"ingenieria civil","2025-10-31T21:38:37.099Z"
"ingenieria mecatronica","2025-10-31T21:38:45.381Z"
"Introducción a la Filosofía","2025-10-31T21:38:58.790Z"
"programacion","2025-10-31T21:39:18.890Z"
"ingeniria civil","2025-10-31T21:40:07.112Z"
"ingenieria civil","2025-10-31T21:40:15.137Z"
"Introducción a la Programación","2025-10-31T21:40:24.825Z"
"ingenieria civil","2025-10-31T21:40:48.365Z"
"programacion","2025-10-31T21:43:04.699Z"
"ingenieria civil","2025-10-31T21:43:10.942Z"
"ingenieria mecatronica","2025-10-31T21:43:19.151Z"
"ingenieria de software","2025-10-31T21:43:28.584Z"
"calculo","2025-10-31T21:43:37.191Z"
"derivadas","2025-10-31T21:43:43.726Z"
"medicinaa","2025-10-31T21:43:48.384Z"
"Estadística y Probabilidades","2025-10-31T21:43:53.381Z"
"ingenieri civil","2025-10-31T21:45:38.487Z"
"ingenieri mecatronicaa","2025-10-31T21:45:47.438Z"
"ingenieri mecatronica","2025-10-31T21:45:48.750Z"
"calculo","2025-10-31T21:45:54.802Z"
"desarrollo web","2025-10-31T21:46:05.895Z"
"programacion","2025-10-31T22:17:36.157Z"
"programacion","2025-10-31T22:18:16.062Z"
"medicina","2025-10-31T22:32:37.444Z"
"medicina","2025-10-31T22:33:36.542Z"
"medicina","2025-10-31T22:42:17.839Z"
"programacion","2025-10-31T22:42:25.133Z"
"programacion","2025-10-31T23:01:32.900Z"
"Calculo i","2025-11-01T02:39:35.182Z"
"programacion","2025-11-02T00:36:59.931Z"
"economia","2025-11-02T00:37:12.668Z"
"programacion","2025-11-03T16:18:48.385Z"
"Desarrollo Web Frontend","2025-11-03T16:19:19.562Z"
"programacion","2025-11-03T17:28:08.242Z"
"programacion","2025-11-03T17:31:51.801Z"
"programacion","2025-11-03T17:33:14.231Z"
"programacion","2025-11-03T17:34:21.200Z"
"programacion","2025-11-03T17:36:03.656Z"
"programacion","2025-11-03T17:37:24.897Z"
"base","2025-11-03T17:37:53.474Z"
"programacion","2025-11-03T17:38:36.630Z"
"programacion","2025-11-03T17:44:47.993Z"
"Desarrollo Web Frontend","2025-11-03T17:45:02.729Z"
"ingenieria","2025-11-03T17:46:04.574Z"
"calculo","2025-11-03T17:46:11.044Z"
"calculo i","2025-11-03T17:46:17.426Z"
"derivadas","2025-11-03T17:46:24.766Z"
"economia","2025-11-03T17:46:31.407Z"
"programacion","2025-11-03T17:54:35.798Z"
"programacion","2025-11-03T17:54:44.646Z"
"programacion","2025-11-03T17:54:57.667Z"
"programacion","2025-11-03T17:55:07.487Z"
"programacion","2025-11-03T17:58:35.552Z"
"programacion","2025-11-03T18:00:16.485Z"
"programacion","2025-11-03T18:03:33.885Z"
"programacion","2025-11-03T18:06:19.765Z"
"programacion","2025-11-03T18:06:31.208Z"
"programacion","2025-11-03T18:09:11.075Z"
"programacion","2025-11-03T18:10:59.099Z"
"que es la teoria de la relatividad","2025-11-03T18:11:25.324Z"
"que es la teoria de la relatividad","2025-11-03T18:13:53.063Z"
"asdasfa","2025-11-03T18:14:54.885Z"
"ingenieria de sistemas","2025-11-03T18:15:04.898Z"
"ingenieria de software","2025-11-03T18:15:24.541Z"
"que es la teoria de la relatividad","2025-11-03T18:16:47.161Z"
"que es el sistemas linfaatico","2025-11-04T12:50:12.549Z"
"programacion","2025-11-04T16:54:42.211Z"
"programacion","2025-11-04T17:23:00.784Z"
"que es el sistemas linfaatico","2025-11-04T17:59:17.436Z"
"que es el sistemas linfaatico","2025-11-04T17:59:32.772Z"
"programacion","2025-11-04T18:01:10.296Z"
"programacion","2025-11-04T18:01:20.653Z"
"Calculo i","2025-11-05T14:36:14.280Z"
"programacion","2025-11-05T15:09:38.906Z"
"programacion","2025-11-05T15:14:08.469Z"
"calculo","2025-11-05T15:14:46.029Z"
"programacion","2025-11-05T15:15:09.783Z"
"programacion","2025-11-05T15:17:48.953Z"
"programacion","2025-11-05T15:23:22.900Z"
"programacion","2025-11-05T15:26:23.718Z"
"programacion","2025-11-05T15:28:36.385Z"
"programacion","2025-11-05T15:33:30.508Z"
"programacion","2025-11-05T15:39:32.049Z"
"programacion","2025-11-05T15:58:06.508Z"
"programacion","2025-11-05T15:59:15.213Z"
"programacion","2025-11-05T16:03:10.402Z"
"programacion","2025-11-05T16:27:55.484Z"
"Háblame más sobre el curso ""Introducción a la Programación""","2025-11-05T16:28:16.591Z"
"programacion","2025-11-05T16:36:34.581Z"
"Háblame más sobre el curso ""Introducción a la Programación""","2025-11-05T16:37:01.787Z"
"Háblame más sobre el curso ""Introducción a la Programación""","2025-11-05T16:37:18.539Z"
"programacion","2025-11-05T16:38:25.679Z"
"Háblame más sobre el curso ""Introducción a la Programación""","2025-11-05T16:38:41.036Z"
"Háblame más sobre el curso ""Introducción a la Programación""","2025-11-05T16:38:57.022Z"
"Háblame del curso Introducción a la Programación","2025-11-05T16:44:29.684Z"
"Que cursos tiene la carrera de Ingenieria de Software?","2025-11-05T16:45:15.498Z"
"calculo i","2025-11-05T19:41:12.424Z"
"programacion","2025-11-05T20:38:53.744Z"
"programacion","2025-11-05T20:39:09.890Z"
"programacion","2025-11-05T20:40:51.235Z"
"programacion","2025-11-05T20:40:54.749Z"
"programacion","2025-11-05T20:41:00.776Z"
"programacion","2025-11-05T20:42:02.277Z"
"programacion","2025-11-05T20:43:20.272Z"
"programacion","2025-11-05T20:44:16.405Z"
"programacion","2025-11-05T20:49:40.216Z"
"programacion","2025-11-05T20:52:25.993Z"
"programacion","2025-11-05T20:54:07.248Z"
"programacion","2025-11-05T20:54:57.530Z"
"que es el sistemas linfaatico","2025-11-05T20:55:02.984Z"
"programacion","2025-11-05T20:57:02.590Z"
"que es el sistemas linfaatico","2025-11-05T20:57:06.095Z"
"que es el sistemas linfaatico","2025-11-05T20:58:56.336Z"
"programacion","2025-11-05T20:59:58.118Z"
"ingenieriaa","2025-11-05T21:00:27.836Z"
"ingenieria","2025-11-05T21:00:32.240Z"
"que es el sistemas linfaatico","2025-11-05T21:01:04.857Z"
"Calculo i","2025-11-05T21:01:26.323Z"
"marketing","2025-11-05T21:01:34.820Z"
"ingenieria","2025-11-05T21:05:54.238Z"
"programacion","2025-11-05T21:08:34.090Z"
"programacion","2025-11-05T21:08:41.381Z"
"programacion","2025-11-05T21:14:22.077Z"
"ingenieria","2025-11-05T21:14:28.268Z"
"programacion","2025-11-05T21:22:09.286Z"
"ingenieria","2025-11-05T21:22:22.650Z"
"programacion","2025-11-05T21:26:30.389Z"
"ingenieria","2025-11-05T21:36:41.598Z"
"programacion","2025-11-05T21:39:58.780Z"
"ingenieria","2025-11-05T21:40:04.883Z"
"ingenieria","2025-11-05T21:49:19.767Z"
"programacion","2025-11-05T21:58:03.235Z"
"ingenieria","2025-11-05T21:58:08.317Z"
"ingenieria","2025-11-05T22:13:14.623Z"
"ingenieriaa","2025-11-05T22:13:31.883Z"
"que es el sistemas linfaatico","2025-11-05T22:17:18.378Z"
"ingenieria","2025-11-05T22:19:35.354Z"
"ingenieria de sistemas","2025-11-05T22:19:43.186Z"
"ingenieria mecatronica","2025-11-05T22:20:16.594Z"
"ingenieria","2025-11-05T22:30:01.944Z"
"Hola","2025-11-05T08:12:30.671Z"
"Qué cursos tiene la carrera de Ingenieria de Software?","2025-11-05T16:55:52.316Z"
"Qué cursos tiene la carrera de Ingenieria de Software?","2025-11-05T17:06:37.883Z"
"ingenieria de software","2025-11-05T22:30:09.499Z"
"marketing","2025-11-05T22:30:16.693Z"
"economia I","2025-11-05T22:30:26.812Z"
"programacion","2025-11-05T22:30:34.555Z"
"marketing","2025-11-05T22:34:21.105Z"
"ingenieria","2025-11-05T22:48:30.015Z"
"ingenieriaa","2025-11-05T22:48:43.417Z"
"ingenieriaaa","2025-11-05T22:48:49.048Z"
"ingenieria","2025-11-05T22:56:52.306Z"
"ingenieriaa","2025-11-05T22:57:02.729Z"
"ingenieriaaa","2025-11-05T22:57:05.597Z"
"ingenieria de software","2025-11-05T22:57:18.397Z"
"ingenieria mecatronica","2025-11-05T22:59:04.907Z"
"programacion","2025-11-05T22:59:15.645Z"
"ingenieria","2025-11-05T23:15:58.124Z"
"ingenieria","2025-11-05T23:18:28.199Z"
"ingenieriaaa","2025-11-05T23:18:34.321Z"
"ingenieriaa","2025-11-05T23:18:37.803Z"
"marketing","2025-11-05T23:18:44.251Z"
"programacion","2025-11-05T23:18:49.196Z"
"ingenieria","2025-11-05T23:21:25.198Z"
"ingenieriaaa","2025-11-05T23:21:49.588Z"
"programacion","2025-11-05T23:23:09.997Z"
"programacion","2025-11-05T23:23:49.399Z"
"programacion","2025-11-05T23:24:19.483Z"
"ingenieria","2025-11-05T23:24:30.285Z"
"economia","2025-11-05T23:24:40.818Z"
"ingenieria","2025-11-05T23:25:15.745Z"
"marketing","2025-11-05T23:27:32.322Z"
"economia","2025-11-05T23:27:38.052Z"
"programacion","2025-11-05T23:31:11.354Z"
"ingenieria de sistemas","2025-11-05T23:33:35.313Z"
"programacion","2025-11-05T23:34:22.225Z"
"programacion","2025-11-05T23:35:22.849Z"
"programacion","2025-11-05T23:36:10.400Z"
"programacion","2025-11-05T23:37:08.655Z"
"programacion","2025-11-05T23:43:13.007Z"
"ingenieria","2025-11-05T23:46:10.140Z"
"ingenieria","2025-11-05T23:50:09.272Z"
"ingenieria","2025-11-05T23:52:42.336Z"
"ingenieria","2025-11-05T23:56:32.930Z"
"ingenieria","2025-11-05T23:57:39.479Z"
"ingenieria","2025-11-06T00:05:58.569Z"
"marketing","2025-11-06T00:06:10.149Z"
"economia","2025-11-06T00:06:20.327Z"
"programacion","2025-11-06T00:07:20.053Z"
"ingenieri","2025-11-06T00:14:05.137Z"
"ingenieria","2025-11-06T00:14:13.834Z"
"marketing","2025-11-06T00:14:33.064Z"
"programacion","2025-11-06T00:14:39.229Z"
"desarrollo web","2025-11-06T00:14:50.569Z"
"desarrollo web","2025-11-06T00:36:38.419Z"
"programacion","2025-11-06T00:36:59.075Z"
"programacion","2025-11-06T01:03:07.689Z"
"programar","2025-11-06T01:09:13.342Z"
"ingenieriaa","2025-11-06T01:09:27.615Z"
"podrias decir el concepto de teologia","2025-11-06T01:10:48.179Z"
"podrias decirme el concepto de teologia","2025-11-06T01:14:06.776Z"
"ingenieriaaa","2025-11-06T01:14:23.944Z"
"ingenieriaa","2025-11-06T01:14:34.434Z"
"programacion","2025-11-06T01:14:39.660Z"
"programar","2025-11-06T01:14:48.284Z"
"que es el banco mundial","2025-11-06T01:15:40.768Z"
"quisiera saber las formulas de MRUV","2025-11-06T01:16:04.083Z"
"que es el sistemas linfatico","2025-11-06T01:19:33.749Z"
"podrias decirme el concepto de estadistica","2025-11-06T01:20:08.634Z"
"que es el sistemas linfaatico","2025-11-06T01:23:18.990Z"
"programar","2025-11-06T01:23:30.381Z"
"ingenieiria","2025-11-06T01:24:01.161Z"
"ingenieria","2025-11-06T01:24:12.224Z"
"programar","2025-11-06T01:26:04.879Z"
"ingenieria","2025-11-06T01:26:12.044Z"
"que es el sistemas linfaatico","2025-11-06T01:26:29.829Z"
"Explícame sobre ""que es el sistemas linfaatico""","2025-11-06T01:26:44.699Z"
"desarrollo web","2025-11-06T01:27:45.222Z"
"programacion","2025-11-06T01:55:30.975Z"
"que es el sistemas linfaatico","2025-11-06T04:00:17.965Z"
"calcular","2025-11-06T04:00:38.869Z"
"Calculo i","2025-11-06T04:01:41.850Z"
"ingenieria","2025-11-06T04:01:46.768Z"
"desarrollo web","2025-11-06T04:02:22.230Z"
"medicina","2025-11-06T04:02:40.630Z"
"anatomia","2025-11-06T04:02:46.075Z"
"economia","2025-11-06T04:02:52.388Z"
"que temas tienes el curso de calculo I y que libros","2025-11-06T04:05:14.631Z"
"Que temas tiene el curso de calculo I","2025-11-06T04:09:14.114Z"
"Que libros o mariales tiene el curso de calculo I","2025-11-06T04:09:32.032Z"
"Que materiales tiene el tema de derivadas","2025-11-06T04:09:48.338Z"
"Que libros o libro tiene el curso de calculo I","2025-11-06T04:16:46.082Z"
"Que materiales tiene el tema de ""Derivadas""?","2025-11-06T04:17:20.171Z"
"Que temas tiene el curso de Calculo I?","2025-11-06T04:26:14.479Z"
"Que libros tiene el curso de calculo i?","2025-11-06T04:26:33.763Z"
"Que mariales puedo encontrar sobre ""Derivadas""?","2025-11-06T04:27:06.223Z"
"Que cursos tiene la carrera de Medicina humana","2025-11-06T04:39:37.165Z"
"Que libros y temas tiene el curso de calculo I","2025-11-06T04:40:18.921Z"
"programacion","2025-11-06T13:17:54.418Z"
"cursos de ingenieria","2025-11-06T13:18:44.642Z"
"cursos de ingenieria","2025-11-06T13:21:40.140Z"
"Que carreras tiene la universidad","2025-11-06T04:08:36.556Z"
"que cursos tiene la carrera de economia","2025-11-06T04:08:59.065Z"
"Que carreras tiene la universidad?","2025-11-06T04:15:46.516Z"
"Que cursos tiene la carrera de economi?","2025-11-06T04:16:03.961Z"
"Que temas tiene el curso de Calculo I?","2025-11-06T04:16:24.002Z"
"Que son derivadas realmente","2025-11-06T04:17:35.511Z"
"Que carreras tiene la universidad?","2025-11-06T04:25:05.147Z"
"Pregunte sobre derivadas, que es explicame","2025-11-06T04:41:43.016Z"
"Que carreras tiene la universidad?","2025-11-06T04:39:16.837Z"
"Que es una derivada y como se aplica en la vida real","2025-11-06T04:27:46.276Z"
"Que cursos tiene la carrera de economia?","2025-11-06T04:25:57.401Z"
"ingenieria","2025-11-06T16:27:10.574Z"
"Fisica","2025-11-06T18:41:43.353Z"
"sistemas","2025-11-06T19:02:39.384Z"
"mas información","2025-11-06T19:07:26.012Z"
"Mostrar cursos de Ingeniería civil","2025-11-06T19:09:24.586Z"
"calculo","2025-11-06T20:02:58.578Z"
"economia","2025-11-06T20:03:16.570Z"
"que es el sistemas linfaatico","2025-11-06T20:03:51.292Z"
"que es el sistemas respiratorio","2025-11-06T20:04:31.203Z"
"quiero el concepto de derivadas","2025-11-06T20:05:42.105Z"
"marketing","2025-11-06T20:07:00.480Z"
"medicin","2025-11-06T20:07:24.006Z"
"medicina","2025-11-06T20:07:28.127Z"
"desarrollo web","2025-11-06T20:07:48.222Z"
"matematica","2025-11-06T20:07:53.424Z"
"integrales","2025-11-06T20:07:59.190Z"
"administracion","2025-11-06T20:08:15.244Z"
"medicina humana","2025-11-06T20:08:23.328Z"
"calculo","2025-11-06T20:12:17.299Z"
"ingenieria","2025-11-06T20:12:52.169Z"
"Explícame sobre ""Derivadas""","2025-11-06T20:15:16.296Z"
"Calculo i","2025-11-06T20:27:30.063Z"
"ingenieria","2025-11-06T20:28:48.723Z"
"economia","2025-11-06T20:29:36.595Z"
"medicina humana","2025-11-06T20:31:05.409Z"
"Muestrame los cursos de la carrera de ingeniería civil","2025-11-06T21:07:12.620Z"
"muestrame la lista de cursos","2025-11-06T21:08:54.564Z"
"buscame el libro de ""Derivadas""","2025-11-06T21:10:21.591Z"
"Puedes darme el libro de Derivadas?","2025-11-06T21:10:47.454Z"
"Física","2025-11-06T21:22:50.565Z"
"Física","2025-11-06T21:23:46.796Z"
"Fisica","2025-11-06T21:35:28.461Z"
"Fisica","2025-11-06T21:36:34.934Z"
"Fisica","2025-11-06T21:37:29.042Z"
"Fisica","2025-11-06T21:40:24.829Z"
"Odontología","2025-11-06T21:50:58.411Z"
"Fisica","2025-11-06T21:51:14.382Z"
"Ingenieria de sistemas","2025-11-06T21:51:21.807Z"
"Ingenieria de software","2025-11-06T21:51:29.956Z"
"Muéstrame detalles de la carrera de ingeniería de software","2025-11-06T21:52:09.989Z"
"Quiero saber los temas de el curso de Física I","2025-11-06T21:52:30.065Z"
"Puedes darme el libro de Derivadas?","2025-11-06T21:52:55.324Z"
"Odontologia","2025-11-06T22:18:50.219Z"
"Instrumentación Odontológica","2025-11-06T22:19:05.566Z"
"Fisica","2025-11-06T22:19:13.768Z"
"Sql","2025-11-06T22:19:23.820Z"
"Ingenieria de Software","2025-11-06T22:19:37.695Z"
"Quiero saber los temas de el curso de Física I","2025-11-06T22:21:14.270Z"
"Puedes darme el libro de Derivadas?","2025-11-06T22:21:39.456Z"
"Muéstrame los cursos de la carrera de Odontologia","2025-11-06T22:32:51.930Z"
"Puedes darme el libro de Derivadas?","2025-11-06T22:33:57.843Z"
"Puedes darme el libro de Derivadas?","2025-11-06T22:34:52.793Z"
"Puedes darme el libro de Derivadas?","2025-11-06T22:35:52.764Z"
"Muestrame los cursos de la carrera de odontologia","2025-11-06T22:36:28.476Z"
"Muéstrame detalles de la carrera de Odontologia","2025-11-06T22:36:46.012Z"
"puedes darme algun libro de la carrera de odontologia","2025-11-06T22:37:22.033Z"
"Hola","2025-11-07T13:40:31.827Z"
"Cuentame un chistesito","2025-11-07T13:40:51.793Z"
"hola","2025-11-07T13:42:16.526Z"
"hola","2025-11-07T13:44:11.744Z"
"hola","2025-11-07T13:49:30.522Z"
"Háblame más sobre el curso ""Economía I""","2025-11-07T22:10:32.505Z"
"Quien es docente de Economia I","2025-11-07T22:14:10.036Z"
"¿En qué puedo ayudarte hoy? podrias decirme el docente del Curso de Economia I, por favor.","2025-11-07T22:19:56.240Z"
"podrias decirme el docente del Curso de Economia I, por favor.","2025-11-07T22:20:07.445Z"
"Podrias decirme el docente de Economia I, por favor.","2025-11-07T22:21:18.110Z"
"podrias decirme quien es el docente de Economi I por favor","2025-11-07T22:22:01.460Z"
"El docente de Economia I","2025-11-07T22:22:16.819Z"
"Holaa","2025-11-07T22:23:35.938Z"
"Hola","2025-11-07T22:23:42.179Z"
"Me puedes decir quien es el docente de Economia I","2025-11-07T22:25:02.389Z"
"Quisiera saber mas acerca de los cursos","2025-11-06T19:08:20.795Z"
"cursos generales","2025-11-06T19:08:37.802Z"
"Mostrar cursos de Ingeniería de Sistemas","2025-11-06T19:08:45.063Z"
"quiero saber mas acerca de los cursos que esten relacionados con los numeros","2025-11-06T19:10:29.236Z"
"Muestrame todas las carreras de la Universidad Continental","2025-11-06T19:11:50.782Z"
"explicame que es derivar","2025-11-06T20:06:15.119Z"
"que es el sistema respiratorio","2025-11-06T20:30:06.074Z"
"Explícame sobre ""Derivadas""","2025-11-06T20:28:15.503Z"
"Explícame sobre ""Derivadas""","2025-11-06T20:22:22.605Z"
"Explícame sobre ""Cinemática""","2025-11-06T20:13:43.080Z"
"Cuales son las carreras de la universidad","2025-11-07T22:25:56.372Z"
"Quiero los detalles de la carrerea de Física I","2025-11-06T21:07:49.782Z"
"Muestrame los detalles de la carrera de Ingenieria de sistemas","2025-11-06T21:08:23.476Z"
"Quiero saber los temas de el curso de Física I","2025-11-06T21:09:59.254Z"
"Hola","2025-11-07T22:24:46.093Z"
"Hola","2025-11-07T22:21:40.848Z"
"podrias decirme el docente del Curso de Economi I, por favor.","2025-11-07T22:17:52.649Z"
"Háblame más sobre el curso ""Economía I""","2025-11-07T22:11:54.231Z"
"Hola","2025-11-07T22:10:44.074Z"
"Háblame más sobre el curso ""Economía I""","2025-11-07T22:10:21.759Z"
"Muéstrame detalles de la carrera de Odontologia","2025-11-06T22:34:26.092Z"
"Muéstrame detalles de la carrera de Odontologia","2025-11-06T22:32:08.939Z"
